session;trial_type;correct;holding_time
10;right;True;1.0
10;right;True;2.0
10;left;True;1.5
10;left;True;1.5
10;left;True;1.0
10;right;True;2.0
10;left;True;1.5
10;right;True;2.0
10;left;True;0.5
10;right;True;1.0
10;right;True;1.5
10;left;True;2.0
10;right;True;2.0
10;right;True;0.5
10;left;True;2.0
10;left;True;1.0
10;right;True;1.0
10;left;True;2.0
10;right;True;1.0
10;left;True;1.0
10;right;True;1.5
10;left;True;1.0
10;left;True;2.0
10;right;True;1.0
10;left;True;2.0
10;right;True;2.0
10;left;True;0.5
10;right;True;0.5
10;left;True;2.0
10;left;True;1.0
10;left;True;1.0
10;left;True;0.5
10;left;True;0.5
10;right;True;1.5
10;right;True;1.0
10;right;True;1.0
10;right;True;1.5
10;left;True;1.5
10;left;True;2.0
10;right;True;2.0
10;right;True;0.5
10;right;True;0.5
10;right;True;2.0
10;right;True;1.0
10;right;True;0.5
10;left;True;2.0
10;left;True;1.0
10;right;True;2.0
10;right;True;1.0
10;left;True;1.5
10;left;True;2.0
10;left;True;1.0
10;left;True;2.0
10;left;True;0.5
10;right;True;0.5
10;right;True;2.0
10;right;True;1.5
10;right;True;0.5
10;left;True;0.5
10;right;True;1.5
10;left;True;1.0
10;left;True;1.5
10;left;True;1.5
10;left;True;2.0
10;right;True;0.5
10;right;True;0.5
10;left;True;1.0
10;left;True;1.5
10;right;True;0.5
10;left;True;0.5
10;right;True;0.5
10;left;True;1.5
10;right;True;1.5
10;left;True;2.0
10;right;True;1.5
10;left;True;1.0
10;left;True;0.5
10;right;True;0.5
10;right;True;1.5
10;left;True;2.0
10;left;True;2.0
10;left;True;2.0
10;right;True;1.5
10;right;True;0.5
10;right;True;1.5
10;right;True;2.0
10;left;True;0.5
10;left;True;1.0
10;left;True;0.5
10;right;True;1.5
10;right;True;0.5
10;right;True;0.5
10;right;True;1.0
10;right;True;2.0
10;left;True;0.5
10;right;True;1.0
10;left;True;1.0
10;right;True;0.5
10;left;True;1.0
10;left;True;1.5
10;right;True;1.5
10;right;True;1.0
10;left;True;1.5
10;left;True;1.0
10;right;True;0.5
10;left;True;0.5
10;right;True;0.5
10;right;True;0.5
10;left;True;0.5
10;left;True;1.0
10;right;True;2.0
10;left;True;1.0
10;left;True;1.0
10;right;True;1.5
10;right;True;2.0
10;right;True;0.5
10;left;True;2.0
10;right;True;0.5
10;right;True;2.0
10;left;True;1.0
10;left;True;1.0
10;left;True;2.0
10;right;True;2.0
